disease-id	disease-name	other-ids	parent-ids	disease-treenum	disease-synonyms	disease-category
MESH:C566112	Stiff Skin Syndrome	OMIM:184900	MESH:D003286|MESH:D012873	C05.550.323/C566112|C05.651.197/C566112|C16.320.850/C566112|C17.800.827/C566112	SSKS	Genetic disease (inborn)|Musculoskeletal disease|Skin disease
MESH:C537860	Occipital horn syndrome	OMIM:304150	MESH:D003483|MESH:D004535	C14.907.454.240/C537860|C15.378.463.515.240/C537860|C16.131.831.428/C537860|C16.320.850.180/C537860|C16.320.850.260/C537860|C17.300.200.310/C537860|C17.300.230/C537860|C17.800.804.428/C537860|C17.800.827.180/C537860|C17.800.827.260/C537860	Cutis laxa X-linked|Cutis Laxa, X-Linked|CUTIS LAXA, X-LINKED, FORMERLY|EDS9, FORMERLY|EDS IX, FORMERLY|Ehlers-Danlos syndrome, occipital horn type (formerly)|EHLERS-DANLOS SYNDROME, OCCIPITAL HORN TYPE, FORMERLY|OHS	Blood disease|Cardiovascular disease|Congenital abnormality|Connective tissue disease|Genetic disease (inborn)|Skin disease
MESH:C537074	Fara Chlupackova syndrome		MESH:D008342	C05.116.099.370.231.576/C537074|C05.660.207.231.576/C537074|C16.131.621.207.231.576/C537074	Familial oto-facio-cervical dysmorphia	Congenital abnormality|Musculoskeletal disease
MESH:C565196	Macular Degeneration, Age-Related, 4	OMIM:610698	MESH:D008268	C11.768.585.439/C565196	ARMD4	Eye disease
MESH:D005117	Cardiac Complexes, Premature		MESH:D000075224|MESH:D001145	C14.280.067.325|C14.280.123.375|C23.550.073.325	Beat, Premature|Beats, Premature|Cardiac Complex, Premature|Complexes, Premature Cardiac|Ectopic Heartbeat|Ectopic Heartbeats|Extrasystole|Extrasystoles|Heartbeat, Ectopic|Heartbeats, Ectopic|Premature Beat|Premature Beats|Premature Cardiac Complex|Premature Cardiac Complexes|Premature Cardiac Complices	Cardiovascular disease|Pathology (process)
MESH:D009397	Nephrocalcinosis	DO:DOID:12679	MESH:D002114|MESH:D007674	C12.777.419.590|C13.351.968.419.590|C18.452.174.130.560	Nephrocalcinoses	Metabolic disease|Urogenital disease (female)|Urogenital disease (male)
OMIM:212500	CATARACT 46, JUVENILE-ONSET	DO:DOID:0110243	MESH:D002386	C11.510.245/212500	CATARACT, JUVENILE, HUTTERITE TYPE|CTRCT46	Eye disease
MESH:D007710	Klebsiella Infections		MESH:D004756	C01.252.400.310.503	Infection, Klebsiella|Infections, Klebsiella|Klebsiella Infection	Bacterial infection or mycosis
MESH:C565192	Neutral Lipid Storage Disease with Myopathy	OMIM:610717	MESH:D008052|MESH:D009135	C05.651/C565192|C10.668.491/C565192|C16.320.565.398/C565192|C18.452.584.562/C565192|C18.452.648.398/C565192	Neutral Lipid Storage Disease without Ichthyosis|NLSDM	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease
MESH:D006456	Hemoglobinuria	DO:DOID:582	MESH:D011507	C12.777.934.734.634|C13.351.968.934.734.634|C23.888.942.750.634		Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)
MESH:D006552	Hernia, Inguinal	DO:DOID:0060320	MESH:D046449	C23.300.707.374.875	Direct Inguinal Hernia|Direct Inguinal Hernias|Hernia, Direct Inguinal|Hernia, Indirect Inguinal|Hernias, Direct Inguinal|Hernias, Indirect Inguinal|Hernias, Inguinal|Indirect Inguinal Hernia|Indirect Inguinal Hernias|Inguinal Hernia|Inguinal Hernia, Direct|Inguinal Hernia, Indirect|Inguinal Hernias|Inguinal Hernias, Direct|Inguinal Hernias, Indirect	Pathology (anatomical condition)
MESH:D012175	Retinoblastoma	DO:DOID:4648|DO:DOID:768|OMIM:180200	MESH:D018302|MESH:D019572	C04.557.465.625.600.725|C04.557.470.670.725|C04.557.580.625.600.725|C04.588.364.818.760|C11.319.475.760|C11.768.717.760	Eye Cancer, Retinoblastoma|Familial Retinoblastoma|Familial Retinoblastomas|Glioblastoma, Retinal|Glioblastomas, Retinal|Glioma, Retinal|Gliomas, Retinal|Hereditary Retinoblastoma|Hereditary Retinoblastomas|Neuroblastoma, Retinal|Neuroblastomas, Retinal|RB|RB1|Retinal Glioblastoma|Retinal Glioblastomas|Retinal Glioma|Retinal Gliomas|Retinal Neuroblastoma|Retinal Neuroblastomas|Retinoblastoma, Familial|Retinoblastoma, Hereditary|Retinoblastomas|Retinoblastomas, Familial|Retinoblastomas, Hereditary|Retinoblastoma, Sporadic|Retinoblastomas, Sporadic|Sporadic Retinoblastoma|Sporadic Retinoblastomas	Cancer|Eye disease
OMIM:613576	ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 2		MESH:D004476|MESH:D013576	C05.116.099.370.894.819/613576|C05.660.585.800/613576|C05.660.906.819/613576|C16.131.077.350/613576|C16.131.621.585.800/613576|C16.131.621.906.819/613576|C16.131.831.350/613576|C16.320.850.250/613576|C17.800.804.350/613576|C17.800.827.250/613576	EDSS2	Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease|Skin disease
OMIM:614417	EPILEPSY, FAMILIAL TEMPORAL LOBE, 5	DO:DOID:0060752	MESH:D004833	C10.228.140.490.360.290/614417|C10.228.140.490.493.375/614417	ETL5	Nervous system disease
OMIM:614202	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15	DO:DOID:0050889	MESH:D008607	C10.597.606.643/614202|C23.888.592.604.646/614202|F03.625.539/614202	MRT15	Mental disorder|Nervous system disease|Signs and symptoms
OMIM:616636	IMMUNODEFICIENCY 44		MESH:D007153	C20.673/616636	IMD44	Immune system disease
MESH:D025861	Blood Coagulation Disorders, Inherited	DO:DOID:2214	MESH:D001778|MESH:D030342	C15.378.100.100|C16.320.099	Coagulation Disorder, Hereditary|Coagulation Disorder, Inherited|Coagulation Disorders, Hereditary|Coagulation Disorders, Inherited|Hereditary Blood Coagulation Disorders|Hereditary Coagulation Disorder|Hereditary Coagulation Disorders|Inherited Blood Coagulation Disorders|Inherited Coagulation Disorder|Inherited Coagulation Disorders	Blood disease|Genetic disease (inborn)
MESH:C535697	Malignant hyperthermia susceptibility type 4	OMIM:600467	MESH:D008305	C23.550.505.700/C535697|C23.550.767.600/C535697	Malignant hyperpyrexia susceptibility type 4|MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 4|MHS4	Pathology (process)
MESH:D006463	Hemolytic-Uremic Syndrome	DO:DOID:12554	MESH:D000743|MESH:D014511|MESH:D057049	C12.777.419.936.463|C13.351.968.419.936.463|C15.378.071.141.610|C15.378.140.855.925.500	Gasser's Syndrome|Gassers Syndrome|Gasser Syndrome|Hemolytic Uremic Syndrome|Syndrome, Hemolytic-Uremic	Blood disease|Urogenital disease (female)|Urogenital disease (male)
OMIM:616291	LICHTENSTEIN-KNORR SYNDROME	DO:DOID:0080065	MESH:D006319|MESH:D013132	C09.218.458.341.887/616291|C10.228.140.252.700/616291|C10.228.854.787/616291|C10.574.500.825/616291|C10.597.751.418.341.887/616291|C16.320.400.780/616291|C23.888.592.763.393.341.887/616291	LIKNS|SCAR19|SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 19	Ear-nose-throat disease|Genetic disease (inborn)|Nervous system disease|Signs and symptoms
MESH:C537936	Fitz-Hugh-Curtis syndrome		MESH:D000292|MESH:D002690|MESH:D006505|MESH:D010538	C01.252.400.210.210/C537936|C01.252.810.301/C537936|C01.539.463.600/C537936|C01.539.635.500/C537936|C01.539.778.281.301/C537936|C06.552.380/C537936|C06.844.640/C537936|C12.294.668.281.301/C537936|C13.351.500.056.750/C537936|C13.351.500.711.281.301/C537936	Gonococcal Perihepatitis|Perihepatitis Syndrome	Bacterial infection or mycosis|Digestive system disease|Urogenital disease (female)|Urogenital disease (male)
MESH:D003715	Dengue	DO:DOID:12205|OMIM:614371	MESH:D001102|MESH:D006482|MESH:D018177	C02.081.270|C02.782.350.250.214|C02.782.417.214	Breakbone Fever|Break Bone Fever|Break-Bone Fever|Classical Dengue|Classical Dengue Fever|Classical Dengue Fevers|Classical Dengues|Dengue, Classical|Dengue Fever|Dengue Fever, Classical|DENGUE FEVER, PROTECTION AGAINST, INCLUDED|DENGUE FEVER, SUSCEPTIBILITY TO, INCLUDED|DENGUE HEMORRHAGIC FEVER, SUSCEPTIBILITY TO, INCLUDED|DENGUE SHOCK SYNDROME, SUSCEPTIBILITY TO, INCLUDED|DENGUE VIRUS, SUSCEPTIBILITY TO|Fever, Breakbone|Fever, Break-Bone|Fever, Dengue	Viral disease
MESH:D005909	Glioblastoma	DO:DOID:3068|DO:DOID:3074	MESH:D001254	C04.557.465.625.600.380.080.335|C04.557.470.670.380.080.335|C04.557.580.625.600.380.080.335	Astrocytoma, Grade IV|Astrocytomas, Grade IV|Giant Cell Glioblastoma|Giant Cell Glioblastomas|Glioblastoma, Giant Cell|Glioblastoma Multiforme|Glioblastomas|Glioblastomas, Giant Cell|Grade IV Astrocytoma|Grade IV Astrocytomas	Cancer
MESH:C537411	Burn-Mckeown syndrome	OMIM:608572	MESH:D002754|MESH:D003638|MESH:D006330|MESH:D019066	C08.460.171/C537411|C08.695.271/C537411|C09.218.458.341.186/C537411|C09.603.171/C537411|C10.597.751.418.341.186/C537411|C14.240.400/C537411|C14.280.400/C537411|C16.131.240.400/C537411|C16.131.740.271/C537411|C23.550.291.812/C537411|C23.888.592.763.393.341.186/C537411	Bilateral choanal atresia, cardiac defects, deafness, and dysmorphic appearance|BMKS|OCULOOTOFACIAL DYSPLASIA|OOFD	Cardiovascular disease|Congenital abnormality|Ear-nose-throat disease|Nervous system disease|Pathology (process)|Respiratory tract disease|Signs and symptoms
MESH:C566584	Arrhythmogenic Right Ventricular Dysplasia, Familial, 3	OMIM:602086	MESH:D019571	C14.240.400.145/C566584|C14.280.238.028/C566584|C14.280.400.145/C566584|C16.131.240.400.145/C566584	Arrhythmogenic Right Ventricular Cardiomyopathy 3|ARVC3|ARVD3	Cardiovascular disease|Congenital abnormality
MESH:D006013	Glycogen Storage Disease Type VI	DO:DOID:2754|OMIM:232700	MESH:D006008	C16.320.565.202.449.580|C18.452.648.202.449.580	Disease, Hers|Disease, Hers'|Glycogenosis 6|Glycogenosis Type VI|Glycogenosis VI|GLYCOGEN STORAGE DISEASE VI|GSD6|GSD VI|Hepatic Glycogen Phosphorylase Deficiency|Her Disease|Hers Disease|Hers' Disease|Liver Phosphorylase Deficiency Syndrome|PHOSPHORYLASE DEFICIENCY GLYCOGEN-STORAGE DISEASE OF LIVER|Type VI, Glycogenosis	Genetic disease (inborn)|Metabolic disease
MESH:C535683	Rigid spine syndrome	DO:DOID:0110633|OMIM:602771	MESH:D009136|MESH:D012600	C05.116.900.800.875/C535683|C05.651.534.500/C535683|C10.668.491.175.500/C535683|C16.320.577/C535683	Desmin-related myopathies with Mallory bodies|Desmin-Related Myopathy With Mallory Bodies|MDRS1|Minicore myopathy, severe classic form|Multicore myopathy, severe classic form|Multiminicore disease, severe classic form|Muscular Dystrophy, Congenital, Eichsfeld Type|Muscular dystrophy, congenital, merosin positive with early spine rigidity|Muscular Dystrophy, Congenital, Merosin-Positive, With Early Spine Rigidity|Myopathy, Sepn1-Related|Rigid spine muscular dystrophy-1|Rigid Spine Muscular Dystrophy 1|RIGID SPINE SYNDROME|RSMD1|RSS	Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease
MESH:D020244	Infarction, Middle Cerebral Artery	DO:DOID:3525	MESH:D002539|MESH:D002544	C10.228.140.300.150.477.200.450|C10.228.140.300.510.200.387|C10.228.140.300.775.200.200.450|C14.907.253.092.477.200.450|C14.907.253.560.200.387|C14.907.253.855.200.200.450	Cerebral Infarction, Middle Cerebral Artery|Embolic Infarction, Middle Cerebral Artery|Embolus, Middle Cerebral Artery|Left Middle Cerebral Artery Infarction|MCA Infarction|Middle Cerebral Artery Circulation Infarction|Middle Cerebral Artery Embolic Infarction|Middle Cerebral Artery Embolus|Middle Cerebral Artery Infarction|Middle Cerebral Artery Occlusion|Middle Cerebral Artery Stroke|Middle Cerebral Artery Syndrome|Middle Cerebral Artery Thrombosis|Middle Cerebral Artery Thrombotic Infarction|Occlusion, Middle Cerebral Artery|Right Middle Cerebral Artery Infarction|Stroke, Middle Cerebral Artery|Thrombosis, Middle Cerebral Artery|Thrombotic Infarction, Middle Cerebral Artery	Cardiovascular disease|Nervous system disease
MESH:C565697	Leber Congenital Amaurosis 12	OMIM:610612	MESH:D057130	C11.270.516/C565697|C11.768.364/C565697	LCA12	Eye disease
MESH:C566473	Tumoral Calcinosis, Normophosphatemic, Familial	OMIM:610455	MESH:D002114|MESH:D006958	C05.116.099.708.479/C566473|C05.116.540.400/C566473|C16.614.465/C566473|C18.452.174.130/C566473	Calcinosis, Tumoral, With Normophosphatemia|NFTC	Infant-newborn disease|Metabolic disease|Musculoskeletal disease
MESH:C565633	Retinal Nonattachment, Nonsyndromic Congenital	OMIM:221900	MESH:D012164	C11.768/C565633	Detachment of Retina, Congenital|NCRNA|PERSISTENT FETAL VASCULATURE|PERSISTENT HYPERPLASTIC PRIMARY VITREOUS, AUTOSOMAL RECESSIVE|PHPVAR|RETINAL NONATTACHMENT AND FALCIFORM DETACHMENT|RETINAL NONATTACHMENT, NONSYNDROMIC CONGENITAL|RNANC	Eye disease
MESH:D006472	Oral Hemorrhage		MESH:D006470|MESH:D009059|MESH:D009912	C07.465.625|C23.550.414.922|C23.888.619.500	Hemorrhage, Oral|Oral Hemorrhages	Mouth disease|Pathology (process)|Signs and symptoms
MESH:C562669	Hydroxyprolinemia		MESH:D000592	C16.320.565.100/C562669|C18.452.648.100/C562669	4-Hydroxy-L-Proline Oxidase Deficiency	Genetic disease (inborn)|Metabolic disease
MESH:D012618	Sea-Blue Histiocyte Syndrome	DO:DOID:4423|OMIM:269600	MESH:D013106|MESH:D015616	C10.228.140.163.100.435.825.775|C15.604.250.410.800|C16.320.565.189.435.825.775|C16.320.565.398.641.803.850|C16.320.565.595.554.825.775|C18.452.132.100.435.825.775|C18.452.584.687.803.850|C18.452.648.189.435.825.775|C18.452.648.398.641.803.850|C18.452.648.595.554.825.775	Disease, Sea-Blue Histiocyte|Diseases, Sea-Blue Histiocyte|Histiocyte Disease, Sea-Blue|Histiocyte Diseases, Sea-Blue|Histiocyte Syndrome, Sea Blue|Histiocyte Syndrome, Sea-Blue|Histiocyte Syndromes, Sea Blue|Histiocyte Syndromes, Sea-Blue|Histiocytoses, Sea Blue|Histiocytoses, Sea-Blue|Histiocytosis, Sea Blue|Histiocytosis, Sea-Blue|Sea Blue Histiocyte Disease|Sea-Blue Histiocyte Disease|Sea-Blue Histiocyte Diseases|Sea Blue Histiocyte Syndrome|Sea-Blue Histiocyte Syndromes|Sea Blue Histiocytoses|Sea-Blue Histiocytoses|Sea Blue Histiocytosis|Sea-Blue Histiocytosis|Syndrome, Sea-Blue Histiocyte|Syndromes, Sea-Blue Histiocyte	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease
MESH:C537630	Birdshot chorioretinopathy	DO:DOID:0111079	MESH:D002825	C11.768.773.348/C537630|C11.941.160.478.400/C537630|C11.941.879.780.900.300.318/C537630		Eye disease
OMIM:615419	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 1		MESH:D009123|MESH:D011596|MESH:D019066	C10.597.606.881/615419|C10.597.613.575/615419|C23.550.291.812/615419|C23.888.592.604.882/615419|C23.888.592.608.575/615419	IHPRF|IHPRF1	Nervous system disease|Pathology (process)|Signs and symptoms
OMIM:615510	ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME		MESH:C536011|MESH:C562827|MESH:C566307|MESH:D008607	C06.405.117.119.500.432/C536011/615510|C10.597.606.643/615510|C11.270/C562827/615510|C11.270/C566307/615510|C11.496/C562827/615510|C11.496/C566307/615510|C16.320.290/C562827/615510|C16.320.290/C566307/615510|C23.888.592.604.646/615510|F03.625.539/615510	AAMR	Digestive system disease|Eye disease|Genetic disease (inborn)|Mental disorder|Nervous system disease|Signs and symptoms
MESH:C563052	Digitorenocerebral Syndrome		MESH:D006228|MESH:D006319|MESH:D008607|MESH:D009264|MESH:D019465	C05.390.408/C563052|C05.660.207/C563052|C05.660.585.988.425/C563052|C09.218.458.341.887/C563052|C10.597.606.643/C563052|C10.597.751.418.341.887/C563052|C16.131.621.207/C563052|C16.131.621.585.988.500/C563052|C23.300.820/C563052|C23.888.592.604.646/C563052|C23.888.592.763.393.341.887/C563052|F03.625.539/C563052	Brachydactyly due to Absence of Distal Phalanges|Deafness, Onychodystrophy, Osteodystrophy, And Mental Retardation Syndrome|DOOR Syndrome|Eronen Syndrome	Congenital abnormality|Ear-nose-throat disease|Mental disorder|Musculoskeletal disease|Nervous system disease|Pathology (anatomical condition)|Signs and symptoms
MESH:D016778	Malaria, Falciparum	DO:DOID:14067	MESH:D008288	C03.752.530.650	Malaria, Plasmodium falciparum|Plasmodium falciparum Malaria	Parasitic disease
MESH:C563627	Platyspondylic Lethal Skeletal Dysplasia, Torrance Type	OMIM:151210	MESH:D013796	C05.116.099.343.110.500/C563627|C05.116.099.708.017.500/C563627|C05.660.585.984/C563627|C16.131.621.585.984/C563627|C16.320.240.500.500/C563627|C16.614.890/C563627	Lethal Short-Limbed Platyspondylic Dwarfism, Torrance Type|Platyspondylic Chondrodysplasia, Torrance-Luton Type|Platyspondylic Lethal Skeletal Dysplasia, Luton Type|Platyspondylic Skeletal Dysplasia, Torrance Type|PLSDL, INCLUDED|PLSDT|PLSD-T|PLSD-TL|Thanatophoric Dysplasia, Luton Variant|THANATOPHORIC DYSPLASIA, LUTON VARIANT, INCLUDED|Thanatophoric Dysplasia, Torrance Variant|THANATOPHORIC DYSPLASIA, TORRANCE VARIANT  PLATYSPONDYLIC LETHAL SKELETAL DYSPLASIA, LUTON TYPE, INCLUDED	Congenital abnormality|Genetic disease (inborn)|Infant-newborn disease|Musculoskeletal disease
MESH:C564714	Spondyloepimetaphyseal Dysplasia, X-Linked	OMIM:300106	MESH:D010009|MESH:D040181	C05.116.099.708/C564714|C16.320.322/C564714|C16.320.728/C564714	SEMDX|SEMD, X-Linked	Genetic disease (inborn)|Musculoskeletal disease
MESH:D054556	Venous Thromboembolism		MESH:D013923	C14.907.355.590.700	Thromboembolism, Venous	Cardiovascular disease
OMIM:614742	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1		MESH:D001855|MESH:D011658	C08.381.765/614742|C15.378.190/614742	PFBMFT1	Blood disease|Respiratory tract disease
MESH:D005359	Fibrous Dysplasia, Polyostotic	DO:DOID:1858|OMIM:174800	MESH:D005357	C05.116.099.708.375.381	Albright-Mccune-Sternberg Syndrome|Albright's Disease|Albright's Disease of Bone|Albright's Syndrome|Albright's Syndrome with Precocious Puberty|Albright-Sternberg Syndrome|Albright Syndrome|ALBRIGHT SYNDROME POLYOSTOTIC FIBROUS DYSPLASIA, INCLUDED|Dysplasia, Polyostotic Fibrous|Dysplasias, Polyostotic Fibrous|Fibrous Dysplasias, Polyostotic|Fibrous Dysplasia with Pigmentary Skin Changes and Precocious Puberty|MAS|McCune Albright Syndrome|McCune-Albright Syndrome|PFD, INCLUDED|POFD, INCLUDED|Polyostotic Fibrous Dysplasia|Polyostotic Fibrous Dysplasias|Syndrome, Albright|Syndrome, Albright's|Syndrome, McCune-Albright	Musculoskeletal disease
OMIM:614261	MICROCEPHALY-CAPILLARY MALFORMATION SYNDROME		MESH:D001165|MESH:D008831	C05.660.207.620/614261|C10.500.507.400.500/614261|C14.240.850.750/614261|C14.907.150/614261|C16.131.240.850.750/614261|C16.131.621.207.620/614261|C16.131.666.507.400.500/614261	MICCAP	Cardiovascular disease|Congenital abnormality|Musculoskeletal disease|Nervous system disease
MESH:D054331	Sertoli Cell-Only Syndrome	DO:DOID:0050457|OMIM:305700	MESH:D007248	C12.294.365.700.754	Del Castillo Syndrome|Germinal Cell Aplasia|Sertoli Cell Only Syndrome|SERTOLI CELL-ONLY SYNDROME|SPERMATOGENIC FAILURE, X-LINKED, 1|SPGFX1	Urogenital disease (male)
MESH:D058429	Gnathostomiasis	DO:DOID:11379	MESH:D017205	C03.335.508.700.750.380	Gnathostoma Infection|Gnathostoma Infections|Gnathostomiases|Infection, Gnathostoma|Infections, Gnathostoma	Parasitic disease
MESH:D018921	Leukostasis	DO:DOID:12986	MESH:D007960	C15.378.553.560	Leukostases|Leukostasis Syndrome|Leukostasis Syndromes|Syndrome, Leukostasis|Syndromes, Leukostasis	Blood disease
MESH:D007951	Leukemia, Myeloid	DO:DOID:8593|DO:DOID:8692	MESH:D007938	C04.557.337.539	Chronic Monocytic Leukemia|Chronic Monocytic Leukemias|Granulocytic Leukemia|Granulocytic Leukemias|Leukemia, Chronic Monocytic|Leukemia, Granulocytic|Leukemia, Monocytic, Chronic|Leukemia, Myelocytic|Leukemia, Myelogenous|Leukemias, Chronic Monocytic|Leukemias, Granulocytic|Leukemias, Myelocytic|Leukemias, Myelogenous|Leukemias, Myeloid|Monocytic Leukemia, Chronic|Monocytic Leukemias, Chronic|Myelocytic Leukemia|Myelocytic Leukemias|Myelogenous Leukemia|Myelogenous Leukemias|Myeloid Leukemia|Myeloid Leukemias	Cancer
OMIM:614833	MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES		MESH:D006130|MESH:D008831|MESH:D012640|MESH:D065706	C05.660.207.620/614833|C10.500.507.400.500/614833|C10.500.507.500.500/614833|C10.597.742/614833|C16.131.621.207.620/614833|C16.131.666.507.400.500/614833|C16.131.666.507.500.500/614833|C23.550.393/614833|C23.888.592.742/614833	MSSP|PMGYS|POLYMICROGYRIA WITH SEIZURES	Congenital abnormality|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms
MESH:D001922	Brain Abscess		MESH:D000038|MESH:D001927|MESH:D002494	C01.395.250|C01.539.830.025.160|C10.228.140.116|C10.228.228.090	Abscess, Brain|Abscess, Cerebral|Abscess, Child Brain|Abscesses, Cerebral|Abscesses, Multiple Brain|Abscess, Multiple Brain|Abscess, Pyogenic Brain|Brain Abscess, Child|Brain Abscesses|Brain Abscesses, Multiple|Brain Abscesses, Pyogenic|Brain Abscesses, Sterile|Brain Abscess, Multiple|Brain Abscess, Pyogenic|Brain Abscess, Sterile|Cerebral Abscess|Cerebral Abscesses|Child Brain Abscess|Multiple Brain Abscess|Multiple Brain Abscesses|Pyogenic Brain Abscess|Pyogenic Brain Abscesses|Sterile Brain Abscess|Sterile Brain Abscesses	Bacterial infection or mycosis|Nervous system disease
MESH:D028921	Biotinidase Deficiency	DO:DOID:856|OMIM:253260	MESH:D009100	C16.320.565.100.620.100|C16.320.565.202.720.100|C18.452.648.100.620.100|C18.452.648.202.720.100	Biotinidase Deficiencies|BTD Deficiencies|BTD Deficiency|Carboxylase Deficiency, Multiple, Late-Onset|Deficiencies, Biotinidase|Deficiencies, BTD|Deficiency, Biotinidase|Deficiency, BTD|Deficiency, Multiple Carboxylase, Late-Onset|Late Onset Biotin Responsive Multiple Carboxylase Deficiency|Late-Onset Biotin-Responsive Multiple Carboxylase Deficiency|Late Onset Multiple Carboxylase Deficiency|Late-Onset Multiple Carboxylase Deficiency|MULTIPLE CARBOXYLASE DEFICIENCY, JUVENILE-ONSET|Multiple Carboxylase Deficiency, Late Onset|Multiple Carboxylase Deficiency, Late-Onset	Genetic disease (inborn)|Metabolic disease
